All hps: 2023-07-11 23:10:50 model=pt_resnet dataset=mnist attack=square_l2 n_ex=10000 eps=0.05 p=0.05 n_iter=10000
Clean accuracy: 8.62%
Initial square side=5 for bumps
1: acc=8.48% acc_corr=98.38% avg#q_ae=1.0 med#q_ae=1.0 s=6->7, n_ex=862, 0s, loss=2.305, max_pert=0.1, impr=273
3884: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 140s, loss=1.493, max_pert=0.1, impr=5
3885: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 140s, loss=1.493, max_pert=0.1, impr=2
3886: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 140s, loss=1.493, max_pert=0.1, impr=9
3887: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 140s, loss=1.493, max_pert=0.1, impr=11
3888: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 140s, loss=1.493, max_pert=0.1, impr=12
3889: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 140s, loss=1.493, max_pert=0.1, impr=9
3890: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 140s, loss=1.493, max_pert=0.1, impr=7
3891: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 140s, loss=1.493, max_pert=0.1, impr=7
3892: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 140s, loss=1.493, max_pert=0.1, impr=11
3893: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 140s, loss=1.493, max_pert=0.1, impr=9
3894: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 140s, loss=1.493, max_pert=0.1, impr=5
3895: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 140s, loss=1.493, max_pert=0.1, impr=5
3896: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 140s, loss=1.493, max_pert=0.1, impr=4
3897: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 140s, loss=1.493, max_pert=0.1, impr=5
3898: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 140s, loss=1.493, max_pert=0.1, impr=5
3899: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 140s, loss=1.493, max_pert=0.1, impr=5
3900: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 140s, loss=1.493, max_pert=0.1, impr=11
3901: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 140s, loss=1.493, max_pert=0.1, impr=19
3902: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 140s, loss=1.492, max_pert=0.1, impr=13
3903: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 140s, loss=1.492, max_pert=0.1, impr=13
3904: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 140s, loss=1.492, max_pert=0.1, impr=9
3905: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 140s, loss=1.492, max_pert=0.1, impr=14
3906: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 140s, loss=1.492, max_pert=0.1, impr=12
3907: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 140s, loss=1.492, max_pert=0.1, impr=11
3908: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 140s, loss=1.492, max_pert=0.1, impr=3
3909: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 140s, loss=1.492, max_pert=0.1, impr=9
3910: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 140s, loss=1.492, max_pert=0.1, impr=6
3911: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 141s, loss=1.492, max_pert=0.1, impr=6
3912: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 141s, loss=1.492, max_pert=0.1, impr=2
3913: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 141s, loss=1.492, max_pert=0.1, impr=15
3914: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 141s, loss=1.492, max_pert=0.1, impr=7
3915: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 141s, loss=1.492, max_pert=0.1, impr=5
3916: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 141s, loss=1.492, max_pert=0.1, impr=16
3917: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 141s, loss=1.492, max_pert=0.1, impr=7
3918: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 141s, loss=1.492, max_pert=0.1, impr=11
3919: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 141s, loss=1.492, max_pert=0.1, impr=14
3920: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 141s, loss=1.492, max_pert=0.1, impr=9
3921: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 141s, loss=1.492, max_pert=0.1, impr=6
3922: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 141s, loss=1.492, max_pert=0.1, impr=11
3923: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 141s, loss=1.492, max_pert=0.1, impr=6
3924: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 141s, loss=1.492, max_pert=0.1, impr=9
3925: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 141s, loss=1.492, max_pert=0.1, impr=7
3926: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 141s, loss=1.492, max_pert=0.1, impr=7
3927: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 141s, loss=1.492, max_pert=0.1, impr=12
3928: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 141s, loss=1.492, max_pert=0.1, impr=16
3929: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 141s, loss=1.492, max_pert=0.1, impr=18
3930: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 141s, loss=1.492, max_pert=0.1, impr=5
3931: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 141s, loss=1.492, max_pert=0.1, impr=16
3932: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 141s, loss=1.492, max_pert=0.1, impr=14
3933: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 141s, loss=1.492, max_pert=0.1, impr=10
3934: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 141s, loss=1.492, max_pert=0.1, impr=12
3935: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 141s, loss=1.492, max_pert=0.1, impr=12
3936: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 141s, loss=1.492, max_pert=0.1, impr=10
3937: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 141s, loss=1.492, max_pert=0.1, impr=8
3938: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 141s, loss=1.492, max_pert=0.1, impr=10
3939: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 141s, loss=1.492, max_pert=0.1, impr=10
3940: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 141s, loss=1.492, max_pert=0.1, impr=10
3941: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 142s, loss=1.492, max_pert=0.1, impr=12
3942: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 142s, loss=1.492, max_pert=0.1, impr=14
3943: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 142s, loss=1.492, max_pert=0.1, impr=13
3944: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 142s, loss=1.492, max_pert=0.1, impr=17
3945: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 142s, loss=1.492, max_pert=0.1, impr=14
3946: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 142s, loss=1.492, max_pert=0.1, impr=16
3947: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 142s, loss=1.492, max_pert=0.1, impr=11
3948: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 142s, loss=1.492, max_pert=0.1, impr=2
3949: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 142s, loss=1.492, max_pert=0.1, impr=13
3950: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 142s, loss=1.492, max_pert=0.1, impr=15
3951: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 142s, loss=1.492, max_pert=0.1, impr=3
3952: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 142s, loss=1.492, max_pert=0.1, impr=16
3953: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 142s, loss=1.492, max_pert=0.1, impr=8
3954: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 142s, loss=1.491, max_pert=0.1, impr=10
3955: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 142s, loss=1.491, max_pert=0.1, impr=9
3956: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 142s, loss=1.491, max_pert=0.1, impr=8
3957: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 142s, loss=1.491, max_pert=0.1, impr=6
3958: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 142s, loss=1.491, max_pert=0.1, impr=6
3959: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 142s, loss=1.491, max_pert=0.1, impr=10
3960: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 142s, loss=1.491, max_pert=0.1, impr=7
3961: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 142s, loss=1.491, max_pert=0.1, impr=7
3962: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 142s, loss=1.491, max_pert=0.1, impr=11
3963: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 142s, loss=1.491, max_pert=0.1, impr=12
3964: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 142s, loss=1.491, max_pert=0.1, impr=10
3965: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 142s, loss=1.491, max_pert=0.1, impr=8
3966: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 142s, loss=1.491, max_pert=0.1, impr=10
3967: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 142s, loss=1.491, max_pert=0.1, impr=13
3968: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 142s, loss=1.491, max_pert=0.1, impr=6
3969: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 142s, loss=1.491, max_pert=0.1, impr=2
3970: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 143s, loss=1.491, max_pert=0.1, impr=18
3971: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 143s, loss=1.491, max_pert=0.1, impr=11
3972: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 143s, loss=1.491, max_pert=0.1, impr=8
3973: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 143s, loss=1.491, max_pert=0.1, impr=6
3974: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 143s, loss=1.491, max_pert=0.1, impr=5
3975: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 143s, loss=1.491, max_pert=0.1, impr=14
3976: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 143s, loss=1.491, max_pert=0.1, impr=4
3977: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 143s, loss=1.491, max_pert=0.1, impr=11
3978: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 143s, loss=1.491, max_pert=0.1, impr=8
3979: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 143s, loss=1.491, max_pert=0.1, impr=7
3980: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 143s, loss=1.491, max_pert=0.1, impr=13
3981: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 143s, loss=1.491, max_pert=0.1, impr=3
3982: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 143s, loss=1.491, max_pert=0.1, impr=7
3983: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 143s, loss=1.491, max_pert=0.1, impr=13
3984: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 143s, loss=1.491, max_pert=0.1, impr=4
3985: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 143s, loss=1.491, max_pert=0.1, impr=5
3986: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 143s, loss=1.491, max_pert=0.1, impr=6
3987: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 143s, loss=1.491, max_pert=0.1, impr=6
3988: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 143s, loss=1.491, max_pert=0.1, impr=12
3989: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 143s, loss=1.491, max_pert=0.1, impr=8
3990: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 143s, loss=1.491, max_pert=0.1, impr=7
3991: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 143s, loss=1.491, max_pert=0.1, impr=8
3992: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 143s, loss=1.491, max_pert=0.1, impr=7
3993: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 143s, loss=1.491, max_pert=0.1, impr=22
3994: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 143s, loss=1.491, max_pert=0.1, impr=15
3995: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 143s, loss=1.491, max_pert=0.1, impr=6
3996: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 143s, loss=1.491, max_pert=0.1, impr=24
3997: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 143s, loss=1.491, max_pert=0.1, impr=16
3998: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 143s, loss=1.491, max_pert=0.1, impr=5
3999: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 144s, loss=1.491, max_pert=0.1, impr=10
4000: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 144s, loss=1.490, max_pert=0.1, impr=10
4001: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 144s, loss=1.490, max_pert=0.1, impr=8
4002: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 144s, loss=1.490, max_pert=0.1, impr=21
4003: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 144s, loss=1.490, max_pert=0.1, impr=9
4004: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 144s, loss=1.490, max_pert=0.1, impr=6
4005: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 144s, loss=1.490, max_pert=0.1, impr=9
4006: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 144s, loss=1.490, max_pert=0.1, impr=8
4007: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 144s, loss=1.490, max_pert=0.1, impr=8
4008: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 144s, loss=1.490, max_pert=0.1, impr=11
4009: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 144s, loss=1.490, max_pert=0.1, impr=9
4010: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 144s, loss=1.490, max_pert=0.1, impr=7
4011: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 144s, loss=1.490, max_pert=0.1, impr=21
4012: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 144s, loss=1.490, max_pert=0.1, impr=9
4013: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 144s, loss=1.490, max_pert=0.1, impr=8
4014: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 144s, loss=1.490, max_pert=0.1, impr=16
4015: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 144s, loss=1.490, max_pert=0.1, impr=19
4016: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 144s, loss=1.490, max_pert=0.1, impr=3
4017: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 144s, loss=1.490, max_pert=0.1, impr=8
4018: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 144s, loss=1.490, max_pert=0.1, impr=13
4019: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 144s, loss=1.490, max_pert=0.1, impr=13
4020: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 144s, loss=1.490, max_pert=0.1, impr=13
4021: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 144s, loss=1.490, max_pert=0.1, impr=10
4022: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 144s, loss=1.490, max_pert=0.1, impr=14
4023: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 144s, loss=1.490, max_pert=0.1, impr=11
4024: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 144s, loss=1.490, max_pert=0.1, impr=14
4025: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 144s, loss=1.490, max_pert=0.1, impr=6
4026: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 144s, loss=1.490, max_pert=0.1, impr=17
4027: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 144s, loss=1.490, max_pert=0.1, impr=7
4028: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 145s, loss=1.490, max_pert=0.1, impr=12
4029: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 145s, loss=1.490, max_pert=0.1, impr=8
4030: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 145s, loss=1.490, max_pert=0.1, impr=4
4031: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 145s, loss=1.490, max_pert=0.1, impr=14
4032: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 145s, loss=1.490, max_pert=0.1, impr=13
4033: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 145s, loss=1.490, max_pert=0.1, impr=8
4034: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 145s, loss=1.490, max_pert=0.1, impr=13
4035: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 145s, loss=1.490, max_pert=0.1, impr=11
4036: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 145s, loss=1.490, max_pert=0.1, impr=4
4037: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 145s, loss=1.490, max_pert=0.1, impr=5
4038: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 145s, loss=1.490, max_pert=0.1, impr=0
4039: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 145s, loss=1.490, max_pert=0.1, impr=7
4040: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 145s, loss=1.490, max_pert=0.1, impr=6
4041: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 145s, loss=1.490, max_pert=0.1, impr=13
4042: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 145s, loss=1.490, max_pert=0.1, impr=7
4043: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 145s, loss=1.490, max_pert=0.1, impr=7
4044: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 145s, loss=1.490, max_pert=0.1, impr=8
4045: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 145s, loss=1.489, max_pert=0.1, impr=9
4046: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 145s, loss=1.489, max_pert=0.1, impr=10
4047: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 145s, loss=1.489, max_pert=0.1, impr=6
4048: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 145s, loss=1.489, max_pert=0.1, impr=9
4049: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 145s, loss=1.489, max_pert=0.1, impr=25
4050: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 145s, loss=1.489, max_pert=0.1, impr=11
4051: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 145s, loss=1.489, max_pert=0.1, impr=17
4052: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 145s, loss=1.489, max_pert=0.1, impr=3
4053: acc=6.33% acc_corr=73.43% avg#q_ae=575.6 med#q_ae=189.0 s=6->3, n_ex=862, 145s, loss=1.489, max_pert=0.1, impr=4
