All hps: 2023-07-11 23:21:39 model=pt_resnet dataset=mnist attack=square_l2 n_ex=100 eps=0.05 p=0.05 n_iter=10000
Clean accuracy: 9.00%
Initial square side=5 for bumps
1: acc=9.00% acc_corr=100.00% avg#q_ae=nan med#q_ae=nan s=6->7, n_ex=9, 0s, loss=2.409, max_pert=0.0, impr=3
1116: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.933, max_pert=0.1, impr=0
1117: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.933, max_pert=0.1, impr=0
1118: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.933, max_pert=0.1, impr=0
1119: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.933, max_pert=0.1, impr=0
1120: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.933, max_pert=0.0, impr=0
1121: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.933, max_pert=0.1, impr=0
1122: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.933, max_pert=0.1, impr=0
1123: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.933, max_pert=0.1, impr=1
1124: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.933, max_pert=0.0, impr=0
1125: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.933, max_pert=0.0, impr=0
1126: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.932, max_pert=0.1, impr=1
1127: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.932, max_pert=0.0, impr=0
1128: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.932, max_pert=0.0, impr=0
1129: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.932, max_pert=0.0, impr=0
1130: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.932, max_pert=0.1, impr=1
1131: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.932, max_pert=0.0, impr=1
1132: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.931, max_pert=0.1, impr=1
1133: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.931, max_pert=0.1, impr=0
1134: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.931, max_pert=0.0, impr=0
1135: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.931, max_pert=0.0, impr=2
1136: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.931, max_pert=0.1, impr=0
1137: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.931, max_pert=0.0, impr=0
1138: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.931, max_pert=0.1, impr=0
1139: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.931, max_pert=0.0, impr=0
1140: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.931, max_pert=0.0, impr=0
1141: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.931, max_pert=0.0, impr=0
1142: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.931, max_pert=0.0, impr=0
1143: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.931, max_pert=0.0, impr=0
1144: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.931, max_pert=0.0, impr=0
1145: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.931, max_pert=0.0, impr=0
1146: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.931, max_pert=0.0, impr=0
1147: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.931, max_pert=0.0, impr=1
1148: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.931, max_pert=0.0, impr=0
1149: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.931, max_pert=0.1, impr=0
1150: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.931, max_pert=0.0, impr=0
1151: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.931, max_pert=0.1, impr=1
1152: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.931, max_pert=0.1, impr=0
1153: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.931, max_pert=0.0, impr=0
1154: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.931, max_pert=0.0, impr=0
1155: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.931, max_pert=0.0, impr=0
1156: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.931, max_pert=0.0, impr=2
1157: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.931, max_pert=0.1, impr=0
1158: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.931, max_pert=0.0, impr=1
1159: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.931, max_pert=0.1, impr=0
1160: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.931, max_pert=0.0, impr=0
1161: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.931, max_pert=0.0, impr=1
1162: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.930, max_pert=0.1, impr=1
1163: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.930, max_pert=0.1, impr=0
1164: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.930, max_pert=0.0, impr=0
1165: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.930, max_pert=0.1, impr=0
1166: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.930, max_pert=0.1, impr=0
1167: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.930, max_pert=0.0, impr=1
1168: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.930, max_pert=0.0, impr=0
1169: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.930, max_pert=0.1, impr=0
1170: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.930, max_pert=0.0, impr=0
1171: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.930, max_pert=0.0, impr=0
1172: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.930, max_pert=0.1, impr=0
1173: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.930, max_pert=0.0, impr=0
1174: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.930, max_pert=0.0, impr=0
1175: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.930, max_pert=0.0, impr=1
1176: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.930, max_pert=0.0, impr=0
1177: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.930, max_pert=0.0, impr=0
1178: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.930, max_pert=0.0, impr=0
1179: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.930, max_pert=0.1, impr=1
1180: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.930, max_pert=0.1, impr=0
1181: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.930, max_pert=0.0, impr=0
1182: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.930, max_pert=0.1, impr=1
1183: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.930, max_pert=0.0, impr=1
1184: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.930, max_pert=0.1, impr=0
1185: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.930, max_pert=0.1, impr=1
1186: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.930, max_pert=0.0, impr=0
1187: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.930, max_pert=0.0, impr=0
1188: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.930, max_pert=0.0, impr=1
1189: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.930, max_pert=0.1, impr=1
1190: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.929, max_pert=0.0, impr=1
1191: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.929, max_pert=0.1, impr=1
1192: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.929, max_pert=0.0, impr=1
1193: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.929, max_pert=0.1, impr=0
1194: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.929, max_pert=0.0, impr=1
1195: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.929, max_pert=0.1, impr=0
1196: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.929, max_pert=0.0, impr=1
1197: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.929, max_pert=0.1, impr=1
1198: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.929, max_pert=0.0, impr=0
1199: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.929, max_pert=0.0, impr=0
1200: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.926, max_pert=0.0, impr=1
1201: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.926, max_pert=0.1, impr=0
1202: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.926, max_pert=0.1, impr=0
1203: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.926, max_pert=0.0, impr=2
1204: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.926, max_pert=0.0, impr=0
1205: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.925, max_pert=0.0, impr=1
1206: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.925, max_pert=0.0, impr=0
1207: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.925, max_pert=0.0, impr=1
1208: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.925, max_pert=0.0, impr=0
1209: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.924, max_pert=0.1, impr=1
1210: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.924, max_pert=0.0, impr=0
1211: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.924, max_pert=0.1, impr=2
1212: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.924, max_pert=0.0, impr=0
1213: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.924, max_pert=0.0, impr=0
1214: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.924, max_pert=0.1, impr=1
1215: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.923, max_pert=0.1, impr=1
1216: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.923, max_pert=0.0, impr=0
1217: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.923, max_pert=0.1, impr=1
1218: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.922, max_pert=0.0, impr=1
1219: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.922, max_pert=0.0, impr=0
1220: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.922, max_pert=0.0, impr=0
1221: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.922, max_pert=0.0, impr=1
1222: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.922, max_pert=0.0, impr=0
1223: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.922, max_pert=0.0, impr=0
1224: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.922, max_pert=0.1, impr=0
1225: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.922, max_pert=0.0, impr=0
1226: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.922, max_pert=0.0, impr=1
1227: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.921, max_pert=0.1, impr=1
1228: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.921, max_pert=0.1, impr=0
1229: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.921, max_pert=0.1, impr=0
1230: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.921, max_pert=0.1, impr=2
1231: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.921, max_pert=0.0, impr=0
1232: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.921, max_pert=0.1, impr=0
1233: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.921, max_pert=0.0, impr=0
1234: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.921, max_pert=0.0, impr=1
1235: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.921, max_pert=0.1, impr=1
1236: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.921, max_pert=0.1, impr=1
1237: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.920, max_pert=0.1, impr=1
1238: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.920, max_pert=0.0, impr=0
1239: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.920, max_pert=0.0, impr=0
1240: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.920, max_pert=0.0, impr=0
1241: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.920, max_pert=0.1, impr=1
1242: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.920, max_pert=0.0, impr=0
1243: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.920, max_pert=0.0, impr=0
1244: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.920, max_pert=0.0, impr=0
1245: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.920, max_pert=0.1, impr=0
1246: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.920, max_pert=0.1, impr=1
1247: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.920, max_pert=0.0, impr=0
1248: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.920, max_pert=0.1, impr=0
1249: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.920, max_pert=0.0, impr=0
1250: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.920, max_pert=0.0, impr=0
1251: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.920, max_pert=0.0, impr=1
1252: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.920, max_pert=0.1, impr=0
1253: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.920, max_pert=0.0, impr=2
1254: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.920, max_pert=0.0, impr=0
1255: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.920, max_pert=0.1, impr=0
1256: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.920, max_pert=0.1, impr=0
1257: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.919, max_pert=0.0, impr=2
1258: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.919, max_pert=0.0, impr=1
1259: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.919, max_pert=0.0, impr=0
1260: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.919, max_pert=0.1, impr=0
1261: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.919, max_pert=0.0, impr=1
1262: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.919, max_pert=0.0, impr=0
1263: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.919, max_pert=0.1, impr=0
1264: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.919, max_pert=0.0, impr=0
1265: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.919, max_pert=0.0, impr=0
1266: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.919, max_pert=0.0, impr=2
1267: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.919, max_pert=0.1, impr=0
1268: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.919, max_pert=0.0, impr=0
1269: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.919, max_pert=0.1, impr=0
1270: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.919, max_pert=0.0, impr=0
1271: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.919, max_pert=0.1, impr=0
1272: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.919, max_pert=0.0, impr=0
1273: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.919, max_pert=0.0, impr=0
1274: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.919, max_pert=0.0, impr=0
1275: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.919, max_pert=0.0, impr=0
1276: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.919, max_pert=0.0, impr=0
1277: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.919, max_pert=0.0, impr=0
1278: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.919, max_pert=0.1, impr=0
1279: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.919, max_pert=0.0, impr=0
1280: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.919, max_pert=0.1, impr=1
1281: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.919, max_pert=0.0, impr=0
1282: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.919, max_pert=0.0, impr=1
1283: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.919, max_pert=0.0, impr=0
1284: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.919, max_pert=0.0, impr=0
1285: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 7s, loss=1.919, max_pert=0.0, impr=0
